LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
470,2026-01-16,04:42:57,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
471,2026-01-16,04:44:53,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
472,2026-01-16,04:46:45,INFO,System,Health check status: OK,E101,Health check status: OK
473,2026-01-16,04:48:10,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
474,2026-01-16,04:49:01,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
475,2026-01-16,04:50:37,INFO,System,Health check status: OK,E101,Health check status: OK
476,2026-01-16,04:51:54,INFO,System,Health check status: OK,E101,Health check status: OK
477,2026-01-16,04:53:20,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
478,2026-01-16,04:55:14,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
479,2026-01-16,04:57:04,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
480,2026-01-16,04:57:11,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
481,2026-01-16,04:58:23,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
482,2026-01-16,04:59:27,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
483,2026-01-16,05:00:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
484,2026-01-16,05:00:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
485,2026-01-16,05:02:33,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
486,2026-01-16,05:04:20,INFO,System,Health check status: OK,E101,Health check status: OK
487,2026-01-16,05:05:59,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
488,2026-01-16,05:06:11,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
489,2026-01-16,05:07:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
490,2026-01-16,05:08:24,INFO,System,Health check status: OK,E101,Health check status: OK
491,2026-01-16,05:08:33,INFO,System,Health check status: OK,E101,Health check status: OK
492,2026-01-16,05:08:50,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
493,2026-01-16,05:09:10,INFO,System,Health check status: OK,E101,Health check status: OK
494,2026-01-16,05:10:19,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
495,2026-01-16,05:10:57,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
496,2026-01-16,05:11:23,INFO,System,Health check status: OK,E101,Health check status: OK
497,2026-01-16,05:12:50,INFO,System,Health check status: OK,E101,Health check status: OK
498,2026-01-16,05:13:08,INFO,System,Health check status: OK,E101,Health check status: OK
499,2026-01-16,05:14:18,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
500,2026-01-16,05:14:47,INFO,System,Health check status: OK,E101,Health check status: OK
501,2026-01-16,05:16:06,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
502,2026-01-16,05:17:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
503,2026-01-16,05:19:33,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
504,2026-01-16,05:20:16,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
505,2026-01-16,05:21:04,INFO,System,Health check status: OK,E101,Health check status: OK
506,2026-01-16,05:22:03,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
507,2026-01-16,05:22:20,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
508,2026-01-16,05:22:47,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
509,2026-01-16,05:22:53,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
510,2026-01-16,05:23:31,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
511,2026-01-16,05:24:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
512,2026-01-16,05:25:50,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
513,2026-01-16,05:25:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
514,2026-01-16,05:26:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
515,2026-01-16,05:27:28,INFO,System,Health check status: OK,E101,Health check status: OK
516,2026-01-16,05:28:02,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
517,2026-01-16,05:30:00,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
518,2026-01-16,05:31:29,INFO,System,Health check status: OK,E101,Health check status: OK
519,2026-01-16,05:33:06,INFO,System,Health check status: OK,E101,Health check status: OK
520,2026-01-16,05:33:15,INFO,System,Health check status: OK,E101,Health check status: OK
521,2026-01-16,05:33:32,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
522,2026-01-16,05:33:54,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
523,2026-01-16,05:34:29,INFO,System,Health check status: OK,E101,Health check status: OK
524,2026-01-16,05:34:55,INFO,System,Health check status: OK,E101,Health check status: OK
525,2026-01-16,05:35:48,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
526,2026-01-16,05:36:19,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
527,2026-01-16,05:37:53,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
528,2026-01-16,05:39:06,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
529,2026-01-16,05:39:23,INFO,System,Health check status: OK,E101,Health check status: OK
530,2026-01-16,05:41:20,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
531,2026-01-16,05:41:59,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
532,2026-01-16,05:42:14,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
533,2026-01-16,05:43:34,INFO,System,Health check status: OK,E101,Health check status: OK
534,2026-01-16,05:43:36,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
535,2026-01-16,05:44:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
536,2026-01-16,05:46:05,INFO,System,Health check status: OK,E101,Health check status: OK
537,2026-01-16,05:47:00,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
538,2026-01-16,05:47:43,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
539,2026-01-16,05:49:09,INFO,System,Health check status: OK,E101,Health check status: OK
540,2026-01-16,05:49:56,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
541,2026-01-16,05:51:07,INFO,System,Health check status: OK,E101,Health check status: OK
542,2026-01-16,05:51:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
543,2026-01-16,05:51:15,INFO,System,Health check status: OK,E101,Health check status: OK
544,2026-01-16,05:52:10,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
545,2026-01-16,05:53:58,INFO,System,Health check status: OK,E101,Health check status: OK
546,2026-01-16,05:55:27,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
547,2026-01-16,05:55:34,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
548,2026-01-16,05:56:21,INFO,System,Health check status: OK,E101,Health check status: OK
549,2026-01-16,05:57:56,INFO,System,Health check status: OK,E101,Health check status: OK
550,2026-01-16,05:58:01,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
551,2026-01-16,05:58:39,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
552,2026-01-16,05:59:59,INFO,System,Health check status: OK,E101,Health check status: OK
553,2026-01-16,06:00:07,INFO,System,Health check status: OK,E101,Health check status: OK
554,2026-01-16,06:01:57,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
555,2026-01-16,06:02:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
556,2026-01-16,06:04:01,INFO,System,Health check status: OK,E101,Health check status: OK
557,2026-01-16,06:04:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
558,2026-01-16,06:06:24,INFO,System,Health check status: OK,E101,Health check status: OK
559,2026-01-16,06:06:26,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
560,2026-01-16,06:06:42,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
561,2026-01-16,06:07:41,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
562,2026-01-16,06:09:22,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
563,2026-01-16,06:09:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
564,2026-01-16,06:11:11,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
565,2026-01-16,06:12:37,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
566,2026-01-16,06:12:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
567,2026-01-16,06:12:52,INFO,System,Health check status: OK,E101,Health check status: OK
568,2026-01-16,06:13:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
569,2026-01-16,06:14:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
570,2026-01-16,06:15:49,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
571,2026-01-16,06:17:35,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
572,2026-01-16,06:19:01,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
573,2026-01-16,06:20:19,INFO,System,Health check status: OK,E101,Health check status: OK
574,2026-01-16,06:21:33,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
575,2026-01-16,06:21:43,INFO,System,Health check status: OK,E101,Health check status: OK
576,2026-01-16,06:21:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
577,2026-01-16,06:22:47,INFO,System,Health check status: OK,E101,Health check status: OK
578,2026-01-16,06:23:35,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
579,2026-01-16,06:23:48,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
580,2026-01-16,06:24:20,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
581,2026-01-16,06:25:01,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
582,2026-01-16,06:26:33,INFO,System,Health check status: OK,E101,Health check status: OK
583,2026-01-16,06:28:29,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
584,2026-01-16,06:29:53,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
585,2026-01-16,06:30:44,INFO,System,Health check status: OK,E101,Health check status: OK
586,2026-01-16,06:31:08,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
587,2026-01-16,06:32:38,INFO,System,Health check status: OK,E101,Health check status: OK
588,2026-01-16,06:32:54,INFO,System,Health check status: OK,E101,Health check status: OK
589,2026-01-16,06:34:17,INFO,System,Health check status: OK,E101,Health check status: OK
590,2026-01-16,06:35:08,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
591,2026-01-16,06:37:08,INFO,System,Health check status: OK,E101,Health check status: OK
592,2026-01-16,06:38:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
593,2026-01-16,06:38:55,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
594,2026-01-16,06:40:39,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
595,2026-01-16,06:42:27,INFO,System,Health check status: OK,E101,Health check status: OK
596,2026-01-16,06:42:41,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
597,2026-01-16,06:44:38,INFO,System,Health check status: OK,E101,Health check status: OK
598,2026-01-16,06:46:14,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
599,2026-01-16,06:47:07,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
600,2026-01-16,06:49:07,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
601,2026-01-16,06:50:33,INFO,System,Health check status: OK,E101,Health check status: OK
602,2026-01-16,06:52:05,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
603,2026-01-16,06:53:37,INFO,System,Health check status: OK,E101,Health check status: OK
604,2026-01-16,06:55:33,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
605,2026-01-16,06:56:19,INFO,System,Health check status: OK,E101,Health check status: OK
606,2026-01-16,06:58:15,INFO,System,Health check status: OK,E101,Health check status: OK
607,2026-01-16,06:58:52,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
608,2026-01-16,06:59:07,INFO,System,Health check status: OK,E101,Health check status: OK
609,2026-01-16,07:00:54,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
610,2026-01-16,07:02:40,INFO,System,Health check status: OK,E101,Health check status: OK
611,2026-01-16,07:03:58,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
612,2026-01-16,07:05:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
613,2026-01-16,07:07:23,INFO,System,Health check status: OK,E101,Health check status: OK
614,2026-01-16,07:08:55,INFO,System,Health check status: OK,E101,Health check status: OK
615,2026-01-16,07:09:25,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
616,2026-01-16,07:10:30,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
617,2026-01-16,07:11:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
618,2026-01-16,07:12:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
619,2026-01-16,07:14:41,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
620,2026-01-16,07:15:07,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
621,2026-01-16,07:15:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
622,2026-01-16,07:16:26,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
623,2026-01-16,07:17:31,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
624,2026-01-16,07:18:49,INFO,System,Health check status: OK,E101,Health check status: OK
625,2026-01-16,07:20:10,INFO,System,Health check status: OK,E101,Health check status: OK
626,2026-01-16,07:22:04,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
627,2026-01-16,07:23:42,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
628,2026-01-16,07:25:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
629,2026-01-16,07:27:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
630,2026-01-16,07:27:30,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
631,2026-01-16,07:28:08,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
632,2026-01-16,07:29:07,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
633,2026-01-16,07:30:07,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
634,2026-01-16,07:30:58,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
635,2026-01-16,07:31:57,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
636,2026-01-16,07:32:33,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
637,2026-01-16,07:33:14,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
638,2026-01-16,07:34:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
639,2026-01-16,07:34:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
640,2026-01-16,07:36:50,INFO,System,Health check status: OK,E101,Health check status: OK
641,2026-01-16,07:38:06,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
642,2026-01-16,07:40:06,INFO,System,Health check status: OK,E101,Health check status: OK
643,2026-01-16,07:41:37,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
644,2026-01-16,07:43:37,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
645,2026-01-16,07:44:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
646,2026-01-16,07:46:37,INFO,System,Health check status: OK,E101,Health check status: OK
647,2026-01-16,07:47:38,INFO,System,Health check status: OK,E101,Health check status: OK
648,2026-01-16,07:48:25,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
649,2026-01-16,07:49:32,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
650,2026-01-16,07:50:32,INFO,System,Health check status: OK,E101,Health check status: OK
651,2026-01-16,07:51:49,INFO,System,Health check status: OK,E101,Health check status: OK
652,2026-01-16,07:53:00,WARN,System,High latency detected from IP 10.0.0.99,E202,High latency detected from IP {ip}
653,2026-01-16,07:53:43,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
654,2026-01-16,07:53:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
655,2026-01-16,07:54:45,INFO,System,Health check status: OK,E101,Health check status: OK
656,2026-01-16,07:55:22,INFO,System,Health check status: OK,E101,Health check status: OK
657,2026-01-16,07:57:19,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
658,2026-01-16,07:57:21,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
659,2026-01-16,07:58:37,INFO,System,Health check status: OK,E101,Health check status: OK
660,2026-01-16,08:00:21,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
661,2026-01-16,08:01:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
662,2026-01-16,08:02:42,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
663,2026-01-16,08:03:35,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
664,2026-01-16,08:04:40,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
665,2026-01-16,08:05:42,INFO,System,Health check status: OK,E101,Health check status: OK
666,2026-01-16,08:07:10,INFO,System,Health check status: OK,E101,Health check status: OK
667,2026-01-16,08:07:47,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
668,2026-01-16,08:08:29,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
669,2026-01-16,08:10:21,INFO,System,Health check status: OK,E101,Health check status: OK
670,2026-01-16,08:10:53,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
671,2026-01-16,08:12:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
672,2026-01-16,08:14:15,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
673,2026-01-16,08:14:41,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
674,2026-01-16,08:15:11,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
675,2026-01-16,08:15:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
676,2026-01-16,08:16:12,INFO,System,Health check status: OK,E101,Health check status: OK
677,2026-01-16,08:17:15,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
678,2026-01-16,08:18:14,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
679,2026-01-16,08:19:16,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
680,2026-01-16,08:19:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
681,2026-01-16,08:20:22,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
682,2026-01-16,08:20:51,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
683,2026-01-16,08:22:50,INFO,System,Health check status: OK,E101,Health check status: OK
684,2026-01-16,08:23:06,INFO,System,Health check status: OK,E101,Health check status: OK
685,2026-01-16,08:23:50,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
686,2026-01-16,08:24:35,INFO,System,Health check status: OK,E101,Health check status: OK
687,2026-01-16,08:25:12,INFO,System,Health check status: OK,E101,Health check status: OK
688,2026-01-16,08:25:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
689,2026-01-16,08:27:24,INFO,System,Health check status: OK,E101,Health check status: OK
690,2026-01-16,08:27:38,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
691,2026-01-16,08:29:18,INFO,System,Health check status: OK,E101,Health check status: OK
692,2026-01-16,08:29:42,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
693,2026-01-16,08:30:27,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
694,2026-01-16,08:32:04,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
695,2026-01-16,08:33:40,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
696,2026-01-16,08:34:29,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
697,2026-01-16,08:35:50,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
698,2026-01-16,08:37:13,INFO,System,Health check status: OK,E101,Health check status: OK
699,2026-01-16,08:37:34,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
700,2026-01-16,08:38:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
701,2026-01-16,08:39:03,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
702,2026-01-16,08:40:40,INFO,System,Health check status: OK,E101,Health check status: OK
703,2026-01-16,08:41:23,INFO,System,Health check status: OK,E101,Health check status: OK
704,2026-01-16,08:41:54,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
705,2026-01-16,08:42:42,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
706,2026-01-16,08:42:53,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
707,2026-01-16,08:43:55,INFO,System,Health check status: OK,E101,Health check status: OK
